Associations Between Parental SES and Children's Health-Related Quality of Life: The Role of Objective and Subjective Social Status.,"We examined (1) the relationship that parental objective social status (OSS) and subjective social status (SSS) have with children's health-related quality of life (HRQOL), (2) whether SSS mediates the association between OSS and HRQOL, and (3) whether these associations differ among Black, Latino, and White children.",Journal of pediatric psychology,"[""examine"", ""1"", ""relationship"", ""parental"", ""objective"", ""social"", ""status"", ""oss"", ""subjective"", ""social"", ""status"", ""sss"", ""child"", ""health"", ""related"", ""quality"", ""life"", ""hrqol"", ""2"", ""whether"", ""sss"", ""mediate"", ""association"", ""oss"", ""hrqol"", ""3"", ""whether"", ""association"", ""differ"", ""among"", ""black"", ""latino"", ""white"", ""child""]",None,None,None,"Black, Latino"
Culturally competent HIV prevention strategies for women of color in the United States.,"Many studies suggest that aspects of culture be included in human immunodeficiency virus (HIV) education efforts in the United States. Few, however, clearly identify specific strategies that respond to the unique cultural issues of women of color. This article reviews the literature for culturally competent HIV prevention efforts for women of color--Latina, African American, Asian Pacific Islander, and Native American--and synthesizes components that need to be addressed in programs and interventions. Findings suggest that for programs to be culturally competent, both race/ethnicity and gender, along with population-specific, culturally based attitudes, beliefs, and behaviors, must be considered in interpersonal and organizational strategies.",Health care for women international,"[""many"", ""study"", ""suggest"", ""aspect"", ""culture"", ""include"", ""human"", ""immunodeficiency"", ""virus"", ""hiv"", ""education"", ""effort"", ""unite"", ""state"", ""however"", ""clearly"", ""identify"", ""specific"", ""strategy"", ""respond"", ""unique"", ""cultural"", ""issue"", ""woman"", ""color"", ""article"", ""review"", ""literature"", ""culturally"", ""competent"", ""hiv"", ""prevention"", ""effort"", ""woman"", ""color"", ""latina"", ""african"", ""american"", ""asian"", ""pacific"", ""islander"", ""native"", ""american"", ""synthesize"", ""component"", ""need"", ""address"", ""program"", ""intervention"", ""finding"", ""suggest"", ""program"", ""culturally"", ""competent"", ""race"", ""ethnicity"", ""gender"", ""along"", ""population"", ""specific"", ""culturally"", ""base"", ""attitude"", ""belief"", ""behavior"", ""must"", ""consider"", ""interpersonal"", ""organizational"", ""strategy""]",None,None,None,"Asian, Native American"
Race and Ethnicity Reporting and Representation in Pediatric Clinical Trials.,Representative enrollment of racial and ethnic minoritized populations in biomedical research ensures the generalizability of results and equitable access to novel therapies. Previous studies on pediatric clinical trial diversity are limited to subsets of journals or disciplines. We aimed to evaluate race and ethnicity reporting and representation in all US pediatric clinical trials on ClinicalTrials.gov.,Pediatrics,"[""representative"", ""enrollment"", ""racial"", ""ethnic"", ""minoritized"", ""population"", ""biomedical"", ""research"", ""ensure"", ""generalizability"", ""equitable"", ""access"", ""novel"", ""therapy"", ""previous"", ""study"", ""pediatric"", ""clinical"", ""trial"", ""diversity"", ""limited"", ""subset"", ""journal"", ""discipline"", ""aim"", ""evaluate"", ""race"", ""ethnicity"", ""reporting"", ""representation"", ""we"", ""pediatric"", ""clinical"", ""trial"", ""clinicaltrial"", ""gov""]",None,None,None,None
Race and Ethnicity Influences Outcomes of Adult Burn Patients.,"Outcomes of burn survivors is a growing field of interest; however, there is little data comparing the outcomes of burn survivors by ethnicity. This study seeks to identify any inequities in burn outcomes by racial and ethnic groups. A retrospective chart review of an ABA Certified burn center at a large urban safety net hospital identified adult inpatient admissions from 2015 to 2019. A total of 1142 patients were categorized by primary ethnicity: 142 black or African American, 72 Asian, 479 Hispanic or Latino, 90 white, 215 other, and 144 patients whose race or ethnicity was unrecorded. Multivariable analyses evaluated the relationship between race and ethnicity and outcomes. Covariate confounders were controlled by adjustment of demographic, social, and prehospital clinical factors to isolate differences that might not be explained by other factors. After controlling for covariates, black patients had 29% longer hospital stays (P = .043). Hispanic patients were more likely to be discharged to home or to hospice care (P = .005). Hispanic ethnicity was associated with a 44% decrease in the odds of discharge to acute care, inpatient rehabilitation, or a ward outside the burn unit (P = .022). Black and Hispanic patients had a higher relative chance of having publicly assisted insurance, versus private insurance, than their white counterparts (P = .041, P = .011 respectively). The causes of these inequities are indeterminate. They may stem from socioeconomic status not entirely accounted for, ethnic differences in comorbidity related to stressors, or inequity in health care delivery.",Journal of burn care & research : official publication of the American Burn Association,"[""outcome"", ""burn"", ""survivor"", ""grow"", ""field"", ""interest"", ""however"", ""little"", ""datum"", ""compare"", ""outcome"", ""burn"", ""survivor"", ""ethnicity"", ""seek"", ""identify"", ""inequity"", ""burn"", ""outcome"", ""racial"", ""ethnic"", ""group"", ""retrospective"", ""chart"", ""review"", ""aba"", ""certify"", ""burn"", ""center"", ""large"", ""urban"", ""safety"", ""net"", ""hospital"", ""identify"", ""adult"", ""inpatient"", ""admission"", ""2015"", ""2019"", ""total"", ""1142"", ""patient"", ""categorize"", ""primary"", ""ethnicity"", ""142"", ""black"", ""african"", ""american"", ""72"", ""asian"", ""479"", ""hispanic"", ""latino"", ""90"", ""white"", ""215"", ""144"", ""patient"", ""whose"", ""race"", ""ethnicity"", ""unrecorded"", ""multivariable"", ""analysis"", ""evaluate"", ""relationship"", ""race"", ""ethnicity"", ""outcome"", ""covariate"", ""confounder"", ""control"", ""adjustment"", ""demographic"", ""social"", ""prehospital"", ""clinical"", ""factor"", ""isolate"", ""difference"", ""might"", ""explained"", ""factor"", ""control"", ""covariate"", ""black"", ""patient"", ""29"", ""long"", ""hospital"", ""stay"", ""p"", ""043"", ""hispanic"", ""patient"", ""likely"", ""discharge"", ""home"", ""hospice"", ""care"", ""p"", ""005"", ""hispanic"", ""ethnicity"", ""associate"", ""44"", ""decrease"", ""odd"", ""discharge"", ""acute"", ""care"", ""inpatient"", ""rehabilitation"", ""ward"", ""outside"", ""burn"", ""unit"", ""p"", ""022"", ""black"", ""hispanic"", ""patient"", ""high"", ""relative"", ""chance"", ""publicly"", ""assist"", ""insurance"", ""versus"", ""private"", ""insurance"", ""white"", ""counterpart"", ""p"", ""041"", ""p"", ""011"", ""respectively"", ""cause"", ""inequity"", ""indeterminate"", ""may"", ""stem"", ""socioeconomic"", ""status"", ""entirely"", ""account"", ""ethnic"", ""difference"", ""comorbidity"", ""related"", ""stressor"", ""inequity"", ""health"", ""care"", ""delivery""]",None,None,socioeconomic status,"Black, Latino, Asian, Hispanic"
Obsessive-compulsive symptoms and obsessive-compulsive disorder: a multiracial/ethnic analysis of a student population.,"The Yale-Brown Obsessive-Compulsive Scale and the Padua Inventory Washington State University Revision are commonly used measures of obsessive-compulsive disorder. They have been shown to be reliable and valid with both clinical and nonclinical samples. However, their psychometrics have primarily been assessed using homogenous white samples. This is a concern because while some studies of anxiety measures among multiple racial and ethnic groups suggest equivalence (e.g., Norton, J Anxiety Dis. 2005;19:699-707), others report significant racial/ethnic differences and unequal predictive validity (e.g., Thomas et al., Assessment. 2000;7:247-258). This study examined 2 measures of obsessive-compulsive symptoms using a large sample of African American, white, Hispanic/Latino, Southeast Asian, and South Asian/East Indian students. Preliminary analyses indicated that Southeast and South Asian/East Indian participants reported significantly more symptoms on the Padua Inventory Washington State University Revision, although only South Asian/East Indian participants also reported a correspondingly higher rate of interference and distress associated with their symptoms. Comparable psychometric estimates were observed across all groups. Differences by race/ethnicity are discussed regarding potential variables that may act as moderators or mediators in addition to clinical and research implications.",The Journal of nervous and mental disease,"[""yale"", ""brown"", ""obsessive"", ""compulsive"", ""scale"", ""padua"", ""inventory"", ""washington"", ""state"", ""university"", ""revision"", ""commonly"", ""use"", ""measure"", ""obsessive"", ""compulsive"", ""disorder"", ""show"", ""reliable"", ""valid"", ""clinical"", ""nonclinical"", ""sample"", ""however"", ""psychometric"", ""primarily"", ""assess"", ""use"", ""homogenous"", ""white"", ""sample"", ""concern"", ""study"", ""anxiety"", ""measure"", ""among"", ""multiple"", ""racial"", ""ethnic"", ""group"", ""suggest"", ""equivalence"", ""e"", ""g"", ""norton"", ""j"", ""anxiety"", ""dis"", ""2005"", ""19"", ""699"", ""707"", ""other"", ""report"", ""racial"", ""ethnic"", ""difference"", ""unequal"", ""predictive"", ""validity"", ""e"", ""g"", ""thomas"", ""et"", ""al"", ""assessment"", ""2000"", ""7"", ""247"", ""258"", ""examine"", ""2"", ""measure"", ""obsessive"", ""compulsive"", ""symptom"", ""use"", ""large"", ""sample"", ""african"", ""american"", ""white"", ""hispanic"", ""latino"", ""southeast"", ""asian"", ""south"", ""asian"", ""east"", ""indian"", ""student"", ""preliminary"", ""analysis"", ""indicate"", ""southeast"", ""south"", ""asian"", ""east"", ""indian"", ""participant"", ""report"", ""significantly"", ""symptom"", ""padua"", ""inventory"", ""washington"", ""state"", ""university"", ""revision"", ""although"", ""south"", ""asian"", ""east"", ""indian"", ""participant"", ""also"", ""report"", ""correspondingly"", ""high"", ""rate"", ""interference"", ""distress"", ""associate"", ""symptom"", ""comparable"", ""psychometric"", ""estimate"", ""observe"", ""across"", ""group"", ""difference"", ""race"", ""ethnicity"", ""discuss"", ""regard"", ""potential"", ""variable"", ""may"", ""act"", ""moderator"", ""mediator"", ""addition"", ""clinical"", ""research"", ""implication""]",anxiety,None,None,"Latino, Asian, Hispanic"
Racial/Ethnic Differences in Psychometric Properties of Alcohol-Related Behaviors in the USA.,"Alcohol-related behaviors are often examined using surveys assessing participants' self-report of attitudes/actions. However, racial/ethnic differences exist in scale construction and evaluation, and surveys evaluating alcohol behaviors lack invariance across ethnic groups. These dissimilarities may be due to deep-rooted differences in ethnic classification of unhealthy substance use behaviors.",Journal of racial and ethnic health disparities,"[""alcohol"", ""related"", ""behavior"", ""often"", ""examine"", ""use"", ""survey"", ""assess"", ""participant"", ""self"", ""report"", ""attitude"", ""action"", ""however"", ""racial"", ""ethnic"", ""difference"", ""exist"", ""scale"", ""construction"", ""evaluation"", ""survey"", ""evaluate"", ""alcohol"", ""behavior"", ""lack"", ""invariance"", ""across"", ""ethnic"", ""group"", ""dissimilarity"", ""may"", ""due"", ""deep"", ""rooted"", ""difference"", ""ethnic"", ""classification"", ""unhealthy"", ""substance"", ""use"", ""behavior""]",None,None,None,None
Testing the invariance of adolescent survey-based smoking-related behaviors across ethnic groups and gender.,"The present study examined the factor structure of 3 smoking-related items administered as part of the California Health Interview Survey. Factorial invariance was examined across Asian Americans (N = 377), Caucasians (N = 1739), African Americans (N = 115), and Latin Americans (N = 814), and across young men (N = 1612) and women (N = 1767). Factorial invariance analyses revealed all minority ethnic groups to be significantly different (p < .05) from Caucasians, and men to differ significantly from women. These findings suggest that the types of smoking behaviors assessed in the California Health Interview Survey do not predict behaviors uniformly across groups.",Journal of health psychology,"[""present"", ""examine"", ""factor"", ""structure"", ""3"", ""smoking"", ""related"", ""item"", ""administer"", ""part"", ""california"", ""health"", ""interview"", ""survey"", ""factorial"", ""invariance"", ""examine"", ""across"", ""asian"", ""american"", ""n"", ""377"", ""caucasian"", ""n"", ""1739"", ""african"", ""american"", ""n"", ""115"", ""latin"", ""american"", ""n"", ""814"", ""across"", ""young"", ""man"", ""n"", ""1612"", ""woman"", ""n"", ""1767"", ""factorial"", ""invariance"", ""analysis"", ""reveal"", ""minority"", ""ethnic"", ""group"", ""significantly"", ""different"", ""p"", ""05"", ""caucasian"", ""man"", ""differ"", ""significantly"", ""woman"", ""finding"", ""suggest"", ""type"", ""smoke"", ""behavior"", ""assess"", ""california"", ""health"", ""interview"", ""survey"", ""predict"", ""behavior"", ""uniformly"", ""across"", ""group""]",None,None,None,"Caucasian, Asian"
"Methods for using Medicare data to compare procedure rates among Asians, blacks, Hispanics, Native Americans, and whites.","Small sample sizes in Asian, Hispanic, and Native American groups and misreporting of race/ethnicity across all groups (including blacks and whites) limit the usefulness of racial/ethnic comparisons based on Medicare data. The objective of this paper is to compare procedure rates for these groups using Medicare data, to assess how small sample size and misreporting affect the validity of comparisons, and to compare rates after correcting for misreporting.",Health services research,"[""small"", ""sample"", ""size"", ""asian"", ""hispanic"", ""native"", ""american"", ""group"", ""misreporte"", ""race"", ""ethnicity"", ""across"", ""group"", ""include"", ""black"", ""white"", ""limit"", ""usefulness"", ""racial"", ""ethnic"", ""comparison"", ""base"", ""medicare"", ""datum"", ""objective"", ""paper"", ""compare"", ""procedure"", ""rate"", ""group"", ""use"", ""medicare"", ""datum"", ""assess"", ""small"", ""sample"", ""size"", ""misreporting"", ""affect"", ""validity"", ""comparison"", ""compare"", ""rate"", ""correct"", ""misreporting""]",None,None,None,"Asian, Native American, Hispanic"
Epidemiology of eating disorders: creating opportunities to move the current classification paradigm forward.,,The International journal of eating disorders,[],None,None,None,None
Racial disparities in receipt of hospice services among nursing home residents.,"This study examined the relationship between race and advance care planning, hospitalization, and death among nursing home residents receiving hospice care. Secondary data analysis using the 2007 Minimum Data Set (MDS) was used to identify documentation of these activities for White, Black, Hispanic, and Asian residents with linear regression models fitted to each dependent variable. Across different types of advance directives, compared to White nursing home residents, Black, Hispanic, and Asian residents who received hospice services were significantly less likely overall to have documented advance directives. All racial groups were also more likely to experience hospitalization while on hospice, regardless of whether they had a documented ""do not hospitalize"" order. As nursing homes become more diverse, recognizing differences in hospice use and end-of-life planning will continue to increase in importance.",The American journal of hospice & palliative care,"[""examine"", ""relationship"", ""race"", ""advance"", ""care"", ""planning"", ""hospitalization"", ""death"", ""among"", ""nursing"", ""home"", ""resident"", ""receive"", ""hospice"", ""care"", ""secondary"", ""data"", ""analysis"", ""use"", ""2007"", ""minimum"", ""datum"", ""set"", ""mds"", ""use"", ""identify"", ""documentation"", ""activity"", ""white"", ""black"", ""hispanic"", ""asian"", ""resident"", ""linear"", ""regression"", ""model"", ""fit"", ""dependent"", ""variable"", ""across"", ""different"", ""type"", ""advance"", ""directive"", ""compare"", ""white"", ""nursing"", ""home"", ""resident"", ""black"", ""hispanic"", ""asian"", ""resident"", ""receive"", ""hospice"", ""service"", ""significantly"", ""less"", ""likely"", ""overall"", ""document"", ""advance"", ""directive"", ""racial"", ""group"", ""also"", ""likely"", ""experience"", ""hospitalization"", ""hospice"", ""regardless"", ""whether"", ""document"", ""hospitalize"", ""order"", ""nursing"", ""home"", ""become"", ""diverse"", ""recognize"", ""difference"", ""hospice"", ""use"", ""end"", ""life"", ""planning"", ""continue"", ""increase"", ""importance""]",None,None,None,"Black, Asian, Hispanic"
"Reducing geographic, racial, and ethnic disparities in childhood immunization rates by using reminder/recall interventions in urban primary care practices.","An overarching national health goal of Healthy People 2010 is to eliminate disparities in leading health care indicators including immunizations. Disparities in US childhood immunization rates persist, with inner-city, black, and Hispanic children having lower rates. Although practice or clinic-based interventions, such as patient reminder/recall systems, have been found to improve immunization rates in specific settings, there is little evidence that those site-based interventions can reduce disparities in immunization rates at the community level.",Pediatrics,"[""overarch"", ""national"", ""health"", ""goal"", ""healthy"", ""people"", ""2010"", ""eliminate"", ""disparity"", ""lead"", ""health"", ""care"", ""indicator"", ""include"", ""immunization"", ""disparity"", ""we"", ""childhood"", ""immunization"", ""rate"", ""persist"", ""inner"", ""city"", ""black"", ""hispanic"", ""child"", ""low"", ""rate"", ""although"", ""practice"", ""clinic"", ""base"", ""intervention"", ""patient"", ""reminder"", ""recall"", ""system"", ""find"", ""improve"", ""immunization"", ""rate"", ""specific"", ""setting"", ""little"", ""evidence"", ""site"", ""base"", ""intervention"", ""reduce"", ""disparity"", ""immunization"", ""rate"", ""community"", ""level""]",None,None,None,Hispanic
Being mixed: who claims a biracial identity?,"What factors determine whether mixed-race individuals claim a biracial identity or a monoracial identity? Two studies examine how two status-related factors-race and social class-influence identity choice. While a majority of mixed-race participants identified as biracial in both studies, those who were members of groups with higher status in American society were more likely than those who were members of groups with lower status to claim a biracial identity. Specifically, (a) Asian/White individuals were more likely than Black/White or Latino/White individuals to identify as biracial and (b) mixed-race people from middle-class backgrounds were more likely than those from working-class backgrounds to identify as biracial. These results suggest that claiming a biracial identity is a choice that is more available to those with higher status.",Cultural diversity & ethnic minority psychology,"[""factor"", ""determine"", ""whether"", ""mixed"", ""race"", ""individual"", ""claim"", ""biracial"", ""identity"", ""monoracial"", ""identity"", ""two"", ""study"", ""examine"", ""two"", ""status"", ""related"", ""factor"", ""race"", ""social"", ""class"", ""influence"", ""identity"", ""choice"", ""majority"", ""mixed"", ""race"", ""participant"", ""identify"", ""biracial"", ""study"", ""member"", ""group"", ""high"", ""status"", ""american"", ""society"", ""likely"", ""member"", ""group"", ""low"", ""status"", ""claim"", ""biracial"", ""identity"", ""specifically"", ""asian"", ""white"", ""individual"", ""likely"", ""black"", ""white"", ""latino"", ""white"", ""individual"", ""identify"", ""biracial"", ""b"", ""mixed"", ""race"", ""people"", ""middle"", ""class"", ""background"", ""likely"", ""work"", ""class"", ""background"", ""identify"", ""biracial"", ""suggest"", ""claim"", ""biracial"", ""identity"", ""choice"", ""available"", ""high"", ""status""]",None,None,social class,"Black, Latino, Asian"
Commentary on physical activity and body mass perception.,,Clinical nursing research,[],None,None,None,None
Race/ethnicity and gender differences in drug use and abuse among college students.,"This study examines race/ethnicity and gender differences in drug use and abuse for substances other than alcohol among undergraduate college students. A probability-based sample of 4,580 undergraduate students at a Midwestern research university completed a cross-sectional Web-based questionnaire that included demographic information and several substance use measures. Male students were generally more likely to report drug use and abuse than female students. Hispanic and White students were more likely to report drug use and abuse than Asian and African American students prior to coming to college and during college. The findings of the present study reveal several important racial/ethnic differences in drug use and abuse that need to be considered when developing collegiate drug prevention and intervention efforts.",Journal of ethnicity in substance abuse,"[""examine"", ""race"", ""ethnicity"", ""gender"", ""difference"", ""drug"", ""use"", ""abuse"", ""substance"", ""alcohol"", ""among"", ""undergraduate"", ""college"", ""student"", ""probability"", ""based"", ""sample"", ""4"", ""580"", ""undergraduate"", ""student"", ""midwestern"", ""research"", ""university"", ""complete"", ""cross"", ""sectional"", ""web"", ""base"", ""questionnaire"", ""include"", ""demographic"", ""information"", ""several"", ""substance"", ""use"", ""measure"", ""male"", ""student"", ""generally"", ""likely"", ""report"", ""drug"", ""use"", ""abuse"", ""female"", ""student"", ""hispanic"", ""white"", ""student"", ""likely"", ""report"", ""drug"", ""use"", ""abuse"", ""asian"", ""african"", ""american"", ""student"", ""prior"", ""come"", ""college"", ""college"", ""finding"", ""present"", ""reveal"", ""several"", ""important"", ""racial"", ""ethnic"", ""difference"", ""drug"", ""use"", ""abuse"", ""need"", ""consider"", ""develop"", ""collegiate"", ""drug"", ""prevention"", ""intervention"", ""effort""]",None,None,None,"Asian, Hispanic"
A comparison of decentering across demographic groups and meditation experience: Support for the measurement invariance of the Experiences Questionnaire.,"Theory and prior research suggests that decentering-an objective, distanced perspective on one's internal experiences-may vary based upon characteristics such as age, gender, race/ethnicity, and meditation experience. However, little is known about whether decentering measures are comparable in their meaning and interpretation when administered to individuals with different group membership (e.g., men or women; younger or older adults, etc.). The current study examined the measurement invariance of the Experiences Questionnaire (Fresco et al., 2007), a commonly used measure of decentering, evaluating age, gender, race/ethnicity, and meditation experience in three samples (students, community members, and clinical participants). Each sample was tested separately to assess the generalizability of results. The Experiences Questionnaire demonstrated full or partial measurement invariance in all cases, suggesting that scores are not biased based upon group membership and may be compared across individuals who vary in age, race/ethnicity, gender, and meditation experience. The current study also examined mean differences in decentering by groups, finding some evidence that decentering scores are higher for men, racial/ethnic minorities, older adults, and individuals with more meditation experiences. Implications are discussed for assessing decentering in diverse samples. (PsycINFO Database Record (c) 2020 APA, all rights reserved).",Psychological assessment,"[""theory"", ""prior"", ""research"", ""suggest"", ""decentere"", ""objective"", ""distanced"", ""perspective"", ""one"", ""internal"", ""experience"", ""may"", ""vary"", ""base"", ""upon"", ""characteristic"", ""age"", ""gender"", ""race"", ""ethnicity"", ""meditation"", ""experience"", ""however"", ""little"", ""known"", ""whether"", ""decentere"", ""measure"", ""comparable"", ""meaning"", ""interpretation"", ""administer"", ""individual"", ""different"", ""group"", ""membership"", ""e"", ""g"", ""man"", ""woman"", ""young"", ""old"", ""adult"", ""etc"", ""current"", ""examine"", ""measurement"", ""invariance"", ""experience"", ""questionnaire"", ""fresco"", ""et"", ""al"", ""2007"", ""commonly"", ""use"", ""measure"", ""decentere"", ""evaluate"", ""age"", ""gender"", ""race"", ""ethnicity"", ""meditation"", ""experience"", ""three"", ""sample"", ""student"", ""community"", ""member"", ""clinical"", ""participant"", ""sample"", ""test"", ""separately"", ""assess"", ""generalizability"", ""experience"", ""questionnaire"", ""demonstrate"", ""full"", ""partial"", ""measurement"", ""invariance"", ""case"", ""suggest"", ""score"", ""bias"", ""base"", ""upon"", ""group"", ""membership"", ""may"", ""compare"", ""across"", ""individual"", ""vary"", ""age"", ""race"", ""ethnicity"", ""gender"", ""meditation"", ""experience"", ""current"", ""also"", ""examine"", ""mean"", ""difference"", ""decentere"", ""group"", ""find"", ""evidence"", ""decentering"", ""score"", ""high"", ""man"", ""racial"", ""ethnic"", ""minority"", ""old"", ""adult"", ""individual"", ""meditation"", ""experience"", ""implication"", ""discuss"", ""assess"", ""decentere"", ""diverse"", ""sample"", ""psycinfo"", ""database"", ""record"", ""c"", ""2020"", ""apa"", ""right"", ""reserve""]",None,None,None,None
"Availability and Consumption of Fruits and Vegetables Among Non-Hispanic Whites, Blacks, Hispanics, and Asians in the USA: Findings from the 2011-2012 California Health Interview Adult Survey.","Racial and ethnic disparities in fruit and vegetable consumption have been widely studied in the USA. While previous studies focused on the differences of fruit and vegetable availability between racial groups, the equivalence of the association between consumption and availability across racial groups has been rarely examined. The purpose of this study was to investigate the relationship between availability of fruits and vegetables and their consumption across racial groups. The 2011-2012 California Health Interview Survey data (N = 36,302) were used for the study. Results of negative binomial regression show that the association between perceived availability of fruits and vegetables on consumption differs significantly between non-Hispanic Whites, Hispanics, Blacks, and Asians: (1) the association between fruit consumption and availability is only significant for non-Hispanic Whites (IRR = 1.303, 95 % CI 1.188, 1.429), and (2) the association between vegetable consumption and availability is only significant for non-Hispanic Whites (IRR = 1.242, 95 % CI 1.152, 1.340) and Hispanics (IRR = 1.141, 95 % CI 1.025, 1.271). This study highlights the importance of interventions that emphasize not only potential access but also social and cultural factors that relate to realized access to healthy food.",Journal of racial and ethnic health disparities,"[""racial"", ""ethnic"", ""disparity"", ""fruit"", ""vegetable"", ""consumption"", ""widely"", ""study"", ""usa"", ""previous"", ""study"", ""focus"", ""difference"", ""fruit"", ""vegetable"", ""availability"", ""racial"", ""group"", ""equivalence"", ""association"", ""consumption"", ""availability"", ""across"", ""racial"", ""group"", ""rarely"", ""examine"", ""purpose"", ""investigate"", ""relationship"", ""availability"", ""fruit"", ""vegetable"", ""consumption"", ""across"", ""racial"", ""group"", ""2011"", ""2012"", ""california"", ""health"", ""interview"", ""survey"", ""datum"", ""n"", ""36"", ""302"", ""use"", ""negative"", ""binomial"", ""regression"", ""show"", ""association"", ""perceive"", ""availability"", ""fruit"", ""vegetable"", ""consumption"", ""differ"", ""significantly"", ""non"", ""hispanic"", ""white"", ""hispanic"", ""black"", ""asian"", ""1"", ""association"", ""fruit"", ""consumption"", ""availability"", ""non"", ""hispanic"", ""white"", ""irr"", ""1"", ""303"", ""95"", ""ci"", ""1"", ""188"", ""1"", ""429"", ""2"", ""association"", ""vegetable"", ""consumption"", ""availability"", ""non"", ""hispanic"", ""white"", ""irr"", ""1"", ""242"", ""95"", ""ci"", ""1"", ""152"", ""1"", ""340"", ""hispanic"", ""irr"", ""1"", ""141"", ""95"", ""ci"", ""1"", ""025"", ""1"", ""271"", ""highlight"", ""importance"", ""intervention"", ""emphasize"", ""potential"", ""access"", ""also"", ""social"", ""cultural"", ""factor"", ""relate"", ""realize"", ""access"", ""healthy"", ""food""]",None,None,None,"Black, Asian, Hispanic"
Racial microaggressions and difficult dialogues on race in the classroom.,"A qualitative study supports the observation that difficult dialogues on race and racism are often triggered by racial microaggressions that make their appearance in classroom encounters or educational activities and materials. Difficult dialogues are filled with strong powerful emotions that may prove problematic to both students and teachers. When poorly handled by teachers, difficult dialogues can assail the personal integrity of students of color while reinforcing biased worldviews of White students. The success or failure of facilitating difficult dialogues on race is intimately linked to the characteristics and actions of instructors and their ability to recognize racial microaggressions. Implications regarding specific education and training recommendations are presented.",Cultural diversity & ethnic minority psychology,"[""qualitative"", ""support"", ""observation"", ""difficult"", ""dialogue"", ""race"", ""racism"", ""often"", ""trigger"", ""racial"", ""microaggression"", ""make"", ""appearance"", ""classroom"", ""encounter"", ""educational"", ""activity"", ""material"", ""difficult"", ""dialogue"", ""fill"", ""strong"", ""powerful"", ""emotion"", ""may"", ""prove"", ""problematic"", ""student"", ""teacher"", ""poorly"", ""handle"", ""teacher"", ""difficult"", ""dialogue"", ""assail"", ""personal"", ""integrity"", ""student"", ""color"", ""reinforce"", ""biased"", ""worldview"", ""white"", ""student"", ""success"", ""failure"", ""facilitate"", ""difficult"", ""dialogue"", ""race"", ""intimately"", ""link"", ""characteristic"", ""action"", ""instructor"", ""ability"", ""recognize"", ""racial"", ""microaggression"", ""implication"", ""regard"", ""specific"", ""education"", ""training"", ""recommendation"", ""present""]",None,None,None,None
Use of mental health services by Asian Americans.,"This study explored the use of mental health services by Asian Americans and other ethnic populations (N=104,773) in California. The authors used linear regression analyses to assess the role of ethnicity and diagnosis in predicting six-month use of services. East Asians used more services than Southeast Asians, Filipinos, other Asians, Caucasians, African Americans, Latinos, and Native Americans, even when severity of illness was taken into account. The findings suggest that aggregating Asian subpopulations into a single group in services research is no longer appropriate. Attention needs to be placed on the needs of Southeast Asians and other Asians, whose service use patterns approximate those of the traditionally most underserved groups, African Americans and Latinos.","Psychiatric services (Washington, D.C.)","[""explore"", ""use"", ""mental"", ""health"", ""service"", ""asian"", ""american"", ""ethnic"", ""population"", ""n"", ""104"", ""773"", ""california"", ""author"", ""use"", ""linear"", ""regression"", ""analysis"", ""assess"", ""role"", ""ethnicity"", ""diagnosis"", ""predict"", ""six"", ""month"", ""use"", ""service"", ""east"", ""asian"", ""use"", ""service"", ""southeast"", ""asian"", ""filipinos"", ""asian"", ""caucasian"", ""african"", ""american"", ""latinos"", ""native"", ""american"", ""even"", ""severity"", ""illness"", ""take"", ""account"", ""finding"", ""suggest"", ""aggregate"", ""asian"", ""subpopulation"", ""single"", ""group"", ""service"", ""research"", ""long"", ""appropriate"", ""attention"", ""need"", ""place"", ""need"", ""southeast"", ""asian"", ""asian"", ""whose"", ""service"", ""use"", ""pattern"", ""approximate"", ""traditionally"", ""underserved"", ""group"", ""african"", ""american"", ""latinos""]",None,None,None,"Latino, Caucasian, Asian, Native American"
"Decreased incidence of hip fracture in Hispanics, Asians, and blacks: California Hospital Discharge Data.","We examined the incidence of hip fracture in Non-Hispanic White, Hispanic, Black, and Asian Americans for the years 1983 and 1984 using a data base which contains a summary of all hospitalizations for the State of California. We found a consistently lower risk for hip fracture after age 60 in Hispanic, Black, and Asian American females than in White females who were not Hispanic. Overall age-adjusted hip fracture rates in Hispanic, Black, and Asian females were 49.7, 57.3, and 85.4, respectively, and 140.7/100,000 in White females who were not Hispanic. These differences were not found in males, although Whites (not Hispanic) had the highest incidence of hip fractures among males.",American journal of public health,"[""examine"", ""incidence"", ""hip"", ""fracture"", ""non"", ""hispanic"", ""white"", ""hispanic"", ""black"", ""asian"", ""american"", ""year"", ""1983"", ""1984"", ""use"", ""data"", ""base"", ""contain"", ""summary"", ""hospitalization"", ""state"", ""california"", ""find"", ""consistently"", ""low"", ""risk"", ""hip"", ""fracture"", ""age"", ""60"", ""hispanic"", ""black"", ""asian"", ""american"", ""female"", ""white"", ""female"", ""hispanic"", ""overall"", ""age"", ""adjust"", ""hip"", ""fracture"", ""rate"", ""hispanic"", ""black"", ""asian"", ""female"", ""49"", ""7"", ""57"", ""3"", ""85"", ""4"", ""respectively"", ""140"", ""7"", ""100"", ""000"", ""white"", ""female"", ""hispanic"", ""difference"", ""find"", ""male"", ""although"", ""white"", ""hispanic"", ""high"", ""incidence"", ""hip"", ""fracture"", ""among"", ""male""]",None,None,None,"Black, Asian, Hispanic"
